loss,"[0.7003858089447021, 0.6959313154220581, 0.6913704872131348, 0.6867160797119141, 0.6824408769607544, 0.6783884763717651, 0.6745855212211609, 0.6710615158081055, 0.6676739454269409, 0.6639885306358337, 0.6602407693862915, 0.65627121925354, 0.6522855162620544, 0.6482623815536499, 0.6444204449653625, 0.6408506631851196, 0.6374415755271912, 0.6338973045349121, 0.6304203867912292, 0.6271390318870544, 0.6236236691474915, 0.6201661825180054, 0.6169100999832153, 0.6136691570281982, 0.6102264523506165, 0.607122004032135, 0.6038223505020142, 0.600829005241394, 0.5976011753082275, 0.5943074822425842, 0.5911288857460022, 0.5880075097084045, 0.5849178433418274, 0.5820693969726562, 0.5788453221321106, 0.5758987069129944, 0.5726240277290344, 0.5695955157279968, 0.5667032599449158, 0.5638276934623718, 0.5610904693603516, 0.558323323726654, 0.5556753873825073, 0.5531755685806274, 0.5508236289024353, 0.5483582615852356, 0.5461477637290955, 0.5438408255577087, 0.5419137477874756, 0.5398464202880859, 0.5379725694656372, 0.5360385775566101, 0.5342614650726318, 0.5326698422431946, 0.5309801697731018, 0.5293179154396057, 0.5274770855903625, 0.5260840058326721, 0.5245268940925598]"
accuracy,"[0.479885071516037, 0.5028735399246216, 0.5114942789077759, 0.5373563170433044, 0.5603448152542114, 0.5919540524482727, 0.6149425506591797, 0.6321839094161987, 0.6522988677024841, 0.6695402264595032, 0.6580459475517273, 0.6666666865348816, 0.6580459475517273, 0.6666666865348816, 0.6551724076271057, 0.6609195470809937, 0.6752873659133911, 0.6724137663841248, 0.6781609058380127, 0.6781609058380127, 0.6724137663841248, 0.6666666865348816, 0.6752873659133911, 0.681034505367279, 0.6839080452919006, 0.6867815852165222, 0.6925287246704102, 0.6925287246704102, 0.6896551847457886, 0.6982758641242981, 0.6954023241996765, 0.6896551847457886, 0.6982758641242981, 0.6954023241996765, 0.6982758641242981, 0.7068965435028076, 0.7126436829566956, 0.7126436829566956, 0.7212643623352051, 0.7155172228813171, 0.7212643623352051, 0.7183908224105835, 0.727011501789093, 0.732758641242981, 0.732758641242981, 0.7298850417137146, 0.7413793206214905, 0.7413793206214905, 0.7356321811676025, 0.7413793206214905, 0.7442528605461121, 0.7413793206214905, 0.7471264600753784, 0.7442528605461121, 0.7442528605461121, 0.7442528605461121, 0.7413793206214905, 0.7385057210922241, 0.7413793206214905]"
val_loss,"[0.6938901543617249, 0.6895545721054077, 0.685184895992279, 0.6811348795890808, 0.6767733097076416, 0.6725813150405884, 0.6684864163398743, 0.6649777293205261, 0.6618120074272156, 0.6584204435348511, 0.6549577116966248, 0.651317834854126, 0.6476320028305054, 0.6439177393913269, 0.6407197713851929, 0.637626051902771, 0.634689450263977, 0.6318550109863281, 0.6289020776748657, 0.6258203387260437, 0.6230189204216003, 0.6202304363250732, 0.6177730560302734, 0.6150886416435242, 0.6127294898033142, 0.6115769743919373, 0.6091147065162659, 0.6076288223266602, 0.6054481863975525, 0.6040467619895935, 0.6023585796356201, 0.6011188626289368, 0.5990511775016785, 0.5977168679237366, 0.5971297025680542, 0.5952897667884827, 0.595406174659729, 0.5953155755996704, 0.5948354601860046, 0.5946891903877258, 0.5937116146087646, 0.592638373374939, 0.5913310647010803, 0.5927021503448486, 0.5911926031112671, 0.5898794531822205, 0.590177059173584, 0.591112494468689, 0.5894773602485657, 0.5907248258590698, 0.591766893863678, 0.5905382037162781, 0.593004047870636, 0.5922653079032898, 0.5936030149459839, 0.5934587717056274, 0.5952577590942383, 0.5957220196723938, 0.5943691730499268]"
val_accuracy,"[0.4933333396911621, 0.5333333611488342, 0.5333333611488342, 0.5866666436195374, 0.6000000238418579, 0.6133333444595337, 0.6133333444595337, 0.6399999856948853, 0.6666666865348816, 0.6933333277702332, 0.7066666483879089, 0.7066666483879089, 0.6933333277702332, 0.7066666483879089, 0.6933333277702332, 0.746666669845581, 0.7333333492279053, 0.7333333492279053, 0.7333333492279053, 0.746666669845581, 0.7599999904632568, 0.7599999904632568, 0.746666669845581, 0.746666669845581, 0.746666669845581, 0.746666669845581, 0.746666669845581, 0.746666669845581, 0.746666669845581, 0.7200000286102295, 0.7200000286102295, 0.7200000286102295, 0.7200000286102295, 0.7200000286102295, 0.7200000286102295, 0.7200000286102295, 0.6800000071525574, 0.6800000071525574, 0.6800000071525574, 0.6800000071525574, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.653333306312561, 0.653333306312561, 0.653333306312561, 0.6666666865348816, 0.653333306312561, 0.6666666865348816, 0.6666666865348816, 0.653333306312561, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 0.653333306312561, 0.653333306312561, 0.6800000071525574]"
